Car Name,Mileage,Dealer Name,Rating,Review Count,Price,Badge Label,Reviews,Car Rating
2012 Hyundai Genesis 5.0 R-Spec,"119,902 mi.","Bergen Car Company, Inc.",5.0,(222 reviews),"$11,999","Great Deal | $1,309 under","['May 15, 2022\nBy Jim from Louisville KY\nOwns this car', '2012 Genesis with both the Technology and Performanace packages.  BEST car I ever owned and a 71 years of age, I have owned, many.  Car has 183,000 miles,  looks, drives and rides like new.', 'May  9, 2022\nBy Brian Stehling from Wichita falls, TX\nOwns this car', 'Unbelievably excellent car! I bought this from original owner (I recommended he buy this vehicle in mid 2011). It had 33k not when I bought in 2015 - now has about 110,000 and looks new. The only service I had was about $225 for cruise control repair in 2020.', 'June 10, 2021\nBy AGallina from Hampstead, NC\nOwns this car', 'Hyundai America does not back their products and I do not recommend that anyone buy a Hyundai-ever. Let the buyer beware. I have a Genes--Hyundai\'s top of the line vehicle. I\'ve had transmission problems prior to the 100K warranty and Hyundai America and the dealership where I previously lived pushed off my problem until after my 100K warranty expired. Now that I am just over the warranty mileage, Parkway properly diagnosed my problem and said that I need a new transmission at $6400. AMAZING! Parkway pleaded my case to Hyundai America twice, but the mother ship refused to help me. On top of this, Hyundai even acknowledges that they have transmission problems with their Technical Service Bulletin 12-AT-011. So it just stands to reason, if this is how Hyundai treats their Genesis customers, what will they do to their Sonata, Elantra, and other customers who didn\'t buy their premier car? There are too many other good choices out there--Toyota, Nissan, Honda . . . please look past any little ""extras"" Hyundai may offer for the same money. It\'s a hollow product with no backing from Hyundai America. Spend your hard-earned dollars elsewhere.']",5.0
2015 Jeep Renegade Latitude,"105,976 mi.",City World Hyundai,4.8,"(1,195 reviews)","$11,016",Great Deal | $274 under,"['September 16, 2022\nBy Betty from Belair, md\nOwns this car', ""Haven't had my 2015 renegade for a year yet.  So far had to put in over 1800.00 in it so far.  It's been horrible.   Bought the warranty, not the best but definitely not the cheapest.   Spent good money on it and so far nothing has been covered at all.  It's said when the person in the dealership which is not where I bought it from says, I should get rid of it.  I alway has had a used car and NEVER NEVER ever had this experience.   So my husband and I are now having to look again.  I really loved the color and style but I can not rely on it.   It has broke down on me 4 times so far"", 'February  3, 2021\nBy Ripsgirl82 from Greensburg, IN\nOwns this car', 'Interior is wonderful, love everything about this vehicle. Drives great, looks great, and was very affordable. I just feel very safe in this vehicle and I love it.', 'January 24, 2021\nBy Jeep girl from Fair haven vt\nOwns this car', ""Very upset got hit from behind and seatbelts didn't lock. Sent my husband into the dash. Any other time the lock when we stop at our driveway they lock""]",5.0
2017 RAM ProMaster City Tradesman,"138,444 mi.",Adams Motors Inc.,n/a,(9 reviews),"$11,995",Good Deal,"['April 21, 2022\nBy Ulises from New Jersey\nOwns this car', 'El volante no para de vibrar nunca\r\nMe estafsron difinitivamente perdí mi dinero en esta compra que ma de verdad nunca pensé que fuera tan malo', 'November 19, 2020\nBy NL-F from Burlington, WI\nTest drove this car', 'This car is great for traveling around town with a lot of big dogs. Space for crates, not a high step for dogs, great fuel efficiency!', 'July  2, 2019\nBy Talonso from Connecticut\nOwns this car', 'Former franchise owner - needed the car for business operation. Great power, speed, space.\n\nI recommend this car for those that are looking for a great value for money vehicle that need space for transportation of general goods and/or service supplies. The space is very convenient for any time of the year, geography and particularly, space for parking.']",3.9
2007 Hyundai Tucson SE,"124,452 mi.",Envy Motors,4.5,(64 reviews),"$5,495",Great Deal | $447 under,"['December 15, 2022\nBy Needs a truck from Spokane WA \nOwns this car', ""I bought this car from my mom's estate. It does absolutely horrible in the snow and ice. It's so light weight that is won't hold the road. The model I have is only fwd."", 'October 18, 2020\nBy Angel from Charlotte\nOwns this car', ""I got this car at 16. We commuted to school together, drove to dozens of jobs, carried my friends and I on road trips and concerts. We explored 2 countries and 16 US states. It was always very reliable and maintenance was cheap and easy. We finally parted ways at 315xxx miles and I'm now 29 years old! Thanks for supporting me for half of my lifetime thus far lil Hyundai."", 'June 12, 2020\nBy Mercedes from Mastic Beach, New York\nOwns this car', 'Better than I expected. The car drives great. Interior & exterior are both great looks. It’s a very comfortable/safe car. Overall, this was a great purchase.']",4.5
2013 Ford E250 Cargo,"133,257 mi.",Hill Top A-1 Auto Sales,n/a,(5 reviews),"$13,950",Good Deal,"['January  7, 2019\nBy Efit from Clinton MD.\nOwns this car', ""Great deal. This won't last! Great work . Lightly used. Drives Perfect. Ready for inspection. No scratches inside. Leather seats perfect. Clean dash. Paint in great condition,."", 'October 28, 2018\nBy Brad from Kansas City, MO\nOwns this car', ""It's an extremely reliable vehicle for my company. It is set-up to work out of the cargo space directly. Plenty of storage that will stay put while you're on the road."", 'June 20, 2014\nBy CoolAirFast from RANCHO CUCAMONGA\nOwns this car', 'Voted by Yahoo as top 10 in reliability. Also referred to as the ""Work Horse of the Auto Nation"" Comes standard with Drivetrain Warranty of 60 months or 60,000 miles transferable to 2 and 3rd owners.']",5.0
2017 MINI Clubman Cooper ALL4,"122,159 mi.",NY Auto Traders,n/a,(29 reviews),"$9,985","Great Deal | $2,148 under","['February  1, 2021\nBy Rivercl from Palm Harbor Florida\nOwns this car', 'Love the room inside and the great options really impressive more comfort than expected and the styling is great really happy with this purchase the three cylinder engine with turbo is surprisingly powerful', 'December  4, 2020\nBy Leighton from Scottsdale, AZ\nOwns this car', 'Best vehicle I’ve owned.  Perfect for any road conditions.  Mini did a great job with this one.  Highly recommend the clubman s all4 to anyone looking for an  exciting drive.', 'August 14, 2020\nBy Jason N from Southern Pines, NC\nOwns this car', 'Researched to find a car that was fun to drive and good on gas. Decided on a 2017 MINI which I purchased through Carvana online.\nMy used car arrived with just over 27,000 miles and a few months remaining on the original warranty.\nThe MINI is fun to drive, looks good, handles well, and I enjoy driving it on my 80-mile round trip commute daily.\nGood on gas, it\'s nice to be able to switch between a Sport and Eco mode (not sure if this is more of a gimmic or not but while driving in Eco mode I seem to ""Save"" about 8 miles/day.\nI\'m happy with my purchase and would purchase again.']",4.9
2013 Dodge Dart Limited/GT,"62,401 mi.",Fast Track Motors,4.5,(222 reviews),"$9,999",Good Deal,"['October 26, 2022\nBy Dave F from Elmira\nOwns this car', 'This car is great. I discovered Its platform is based on an Alfa Romeo. If you want Alfa Romeo performance without the mega buck price, get a Dart!', 'September 14, 2022\nBy Kathleen stpierre  from Somerset, ma\nOwns this car', ""Nothing but expensive parts n constantly replacing parts and terrible performance  the heat works whenever not constant , as well as defogger and car tyranny sounds like it's lagging replaced rocker arm water pump shifter lights r replaced eith much difficulty"", 'May 15, 2021\nBy SissyFromTheSwamp from Fargo, Georgia 31631\nOwns this car', 'I drove my Dart off the lot & within 3 months, the radio stopped working. Have had to replace the starter more than 3 times. ""No start, \'13 Dodge Dart"" should be trending on Google as many forums & searches as their owners have done. I had mine towed home over 3 months ago because once again, ""no start."" O² and EMC (?)sensors have both been replaced several times. Also, there is some kind of linkage that kept breaking causing the gear shifter to have free play in it that results in....👩🏼\u200d🔧you guessed it! \nNO START!😂']",5.0
2012 Lexus IS 250 Base,"101,232 mi.",Sho Case Auto,4.5,(28 reviews),"$10,900",Great Deal | $317 under,"['April 20, 2021\nBy Davo1234 from Lacey, WA\nOwns this car', 'I maintain this car at the local Lexus dealership. The performance tires last about 25,000 miles and it does require premium fuel. It’s a 6-cylinder with plenty of power and has a sporty feel. Mine’s AT with paddle shift (which we never use). No real issues, although the carbon  cleaning that was recommended was a $250 surprise. Still a solid, dependable and enjoyable car.', 'August  8, 2020\nBy 10492CX from Chicago, IL\nOwns this car', 'Never needed any repairs and it had no problem fixing a 6 foot person without feeling cramped. I see no need for the higher end models, this sporty model has all the bells and whistles.', 'June 22, 2020\nBy WH from Charlotte, NC\nOwns this car', ""Lexus IS250 is very reliable/no problems whatsoever! Hendrick Lexus as a life changer.  Always had problems at the previous dealership but now, it's simple to get in and out with reliable service to my car and no worries following the visit.""]",4.5
2006 BMW 525 i,"86,300 mi.",n/a,n/a,n/a,"$7,500",n/a,"['August 12, 2022\nBy Luis R. from Mexico\nOwns this car', 'First BMW I own. 2006. clean inside and out. had a mild issue with cables and sensors and electric programing due to neglect from previous owner but after I fixed this car runs like an F1 car! Get ""wow"" looks everywhere people love to see it drive by. Very economic on highway comfortable, sporty, luxury, original rims, N52 engine, one of the best! This car runs like an airplane and has presence! Love it!', 'June 13, 2022\nBy Dmaster223 from Minneapolis, Minnesota\nUsed to own this car', 'This AWD BMW with the legendarily reliable N52 motor got me through winters without issue. I never got stuck with the proper Blizzak winter tires and the awesome AWD system I was able to keep myself moving and steering straight even in the worst of Minnesota winters. It kept up better on the road than my 4WD Yukon XL! It drives so solid, smooth, road noise is quiet, and the bumps in the road are soaked up perfectly with the suspension that it makes you want to go faster than you should be. The iDrive is outdated but for $5000 on the used marker this is a great car!', 'July 16, 2020\nBy Kahuna from Portland Oregon\nOwns this car', 'Very dependable with classic style! It still looks great and it gets looks. It’s not Tooo complicating to learn what it can do! It will age gracefully']",4.6
2014 Volkswagen Passat 1.8T Wolfsburg Edition,"129,823 mi.",KBB Auto Sales,4.9,(73 reviews),"$8,650",Great Deal | $135 under,"['March 10, 2023\nBy Sukhyun from Plymouth,mn\nOwns this car', ""I bought 2014 passat four years ago and was driving for a while. During that time, i had to fix such a lots of things. Everytime I went to volkawagen center, they required 200 dollors to test what's wrong there. Then I spend more than 3000 dollors during that time, but sometimes not everything was fixed."", 'March  7, 2023\nBy Gwen from Calhoun, GA \nOwns this car', ""Have had my beauty since 2014 and it's still a head turner.  \r\nWith over 110,000 miles, it still runs like brand new!\r\nI have never had issues with anything mechanical and have only had the one air bag recall."", 'April 23, 2021\nBy Marco24 from Cambridge NY\nOwns this car', 'We bought this VW Passat for our daughter’s 16th birthday, excellent interior design, it’s safe, reliable, great value for the money, and she loves it!!!!']",4.9
2017 RAM ProMaster City Tradesman,"92,436 mi.",XCLUSIVE WHOLESALE GALLERY LLC,n/a,(0 reviews),"$14,995",Fair Deal,"['April 21, 2022\nBy Ulises from New Jersey\nOwns this car', 'El volante no para de vibrar nunca\r\nMe estafsron difinitivamente perdí mi dinero en esta compra que ma de verdad nunca pensé que fuera tan malo', 'November 19, 2020\nBy NL-F from Burlington, WI\nTest drove this car', 'This car is great for traveling around town with a lot of big dogs. Space for crates, not a high step for dogs, great fuel efficiency!', 'July  2, 2019\nBy Talonso from Connecticut\nOwns this car', 'Former franchise owner - needed the car for business operation. Great power, speed, space.\n\nI recommend this car for those that are looking for a great value for money vehicle that need space for transportation of general goods and/or service supplies. The space is very convenient for any time of the year, geography and particularly, space for parking.']",3.9
2009 MINI Cooper Clubman ,"78,735 mi.",Keyless Motors,4.7,(194 reviews),"$4,998",n/a,"['August 27, 2020\nBy Disappointed and Stranded from Scottsdale\nOwns this car', 'I love the car unfortunately I bought it from a dealership with a crappy service department that takes my personal property and returns it with new problems it didn’t go in with and refuses to repair it free of charge. We all know that game. If you don’t, you better. Either buy the extended warranty if it covers the smaller stuff especially and know they may create problems to make more money. Especially if they fixed anything prior free of charge.', 'December 11, 2018\nBy Joshua from Hubbard\nOwns this car', 'This car ended up being a 8000$ mistake I have had it one month and it  now is worthless trash it drove decent for about 40 miles from leaving the dealership then it all went downhill from there from oil leaks to sensors turning on and off sometimes it starts up and sometimes it will not big mistake buying this car', 'June 16, 2018\nBy Chanaa from Houston, TX\nTest drove this car', 'The car drove smooth and it had a lot of get up to it. Very nice and the color makes it shine and stand out.']",4.7
2011 Chrysler 300C Base,"137,391 mi.",Auto Spot LLC,3.4,(228 reviews),"$9,699",Great Deal | $260 under,"['September 26, 2019\nBy 300c fanatic from Leesburg, Fl\nOwns this car', ""I bought this car used In July of 2019 and the family and I absolutely love this car. I wanted a charger but the 300c had way more options and still had the fantastic Hemi engine! I get definitely dont get as good as mpgs as my civic but I have a lot more power and I'm still blown away by all the options this car has from 2011! The reason I give a 4 for perfomance is cause I know it's a luxury car but I still wish it had a sport mode and I wish I had the 8 speed automatic instead of the lazy feeling 5 speed Mercedes trans that's in it now. My wife has a 2016 4 runner which is her dream truck yet she still gets excited to drive the 300c."", 'August 19, 2019\nBy jtc1964x from Willingboro, NJ\nOwns this car', 'This car is smooth, comfortable, and has decent power if you get the hemi.  For the price, it is nearly unbeatable.  Try to get room for 5 real sized adults with V8 power for this price.', 'April 25, 2019\nBy Michael from Bridgeport , CT\nTest drove this car', 'My salesperson was Bryan Morrell he is very professional with my needs in purchasing a vehicle. He is very friendly and easy to talk to as well as listening. Bryan was helpful walking me through the entire process of purchasing my vehicle. It allow my stress level to be at ease.']",3.4
2013 Chevrolet Express 1500 Work Van,"92,863 mi.",Auto Spot LLC,3.4,(228 reviews),"$12,999","Great Deal | $2,260 under","['December 22, 2014\nBy nuthead from snow belt!\nOwns this car', ""If you are to purchase a new Express 1500, make sure it's AWD. I don't think the 2015 Chevy comes in AWD, so go for the Savanna GMC.""]",3.4
2016 Dodge Charger SXT,"144,328 mi.",General Auto Group,n/a,(2 reviews),"$12,995",Good Deal,"['July 22, 2023\nBy Jlynd14  from Pataskala, Ohio\nOwns this car', 'I own a Dodge charger and it’s amazing, it’s perfect for hauling many people and very fast even the v6, the only downfall is if one part of it breaks many other are to come but if you have more questions contact me please!', 'May 16, 2022\nBy JoeP. from Alpharetta, GA\nOwns this car', 'This is the best car I have owned in over 40 years of driving.  I have the 3.6L V6 SXT model.   I have driven more than 100,000 miles and so far all I had to do was regular maintenance.   Car has strong pickup both from a standstill and at higher speed.  I love the way it looks and feels.   Handles very well.   If I had to pick one area for improvement, it would be the interior finishing.   The plastic on the drivers door panel is starting to separate.  Other than that, I LOVE this car.', 'June  2, 2021\nBy TriciaS from Denham Springs, LA\nUsed to own this car', ""2016 Charger RT HEMI. Owned my car for 4 and half years. Never had any problems. Fun to drive. roomy. Plenty of power with the 5.7L HEMI under the hood! If you're looking for a great dependable, roomy, stylish, fun ca, then you need to go check out the Chargers. Once you drive one, you won't want to drive any other! Only reason I no longer own the car is because I needed a truck so I traded it in on a 2021 Ram 1500 Sport with the same motor.""]",4.8
2012 Jeep Grand Cherokee Laredo,"105,587 mi.",Urban Motors Collection,n/a,(3 reviews),"$13,485",Good Deal,"['June 28, 2023\nBy CatTayl from Chatsworth, Illinois\nOwns this car', 'Bought this SUV last week. My ""new"" 2012 JGC had 227,000 miles on it. The salesperson didn\'t know much about the Jeep, as it was a Ford dealership I had gone to. Two days later, I had to go for preparations to bury my son, over 800 miles away. I was very fearful, because I had this JGC that I had never driven before, and I was on this journey alone. I have seen so many cars with temp plates sitting on the side of the road, and was fearful mine could just be another one. Needless to say, the only 2 things I haven\'t liked about my vehicle transaction, is that there is no owners manual, and evidently the sensor for low fuel doesn\'t work. I knew about the owners manual before the purchase, but not the low fuel indicator. I will just fill up at 1/4 tank asI always have. LOVE, LOVE this vehicle.....stylish, comfy, and all the perks. Auto start and heated seats will surely be welcomed as winter can hit hard here in the midwest. So far, the best car I\'ve had, and I\'ve had a lot over the last 55 years!', 'March  4, 2023\nBy Sokomani from Durban South Africa\nOwns this car', 'I love so much Jeep cars and they are reliable and heavy duty, my concern is about lights I offen replace them, oil cooling system, shocks and water circulation.  Other that this is a number 1 car. I love it.', 'May 25, 2021\nBy Matt from sarasota\nOwns this car', 'This Jeep is very responsive. plenty of room in the hatch with or without the seats down. The seats are comfortable and the moon roof is wonderful .']",4.5
2018 Ford EcoSport SE,"132,372 mi.",Keyless Motors,4.7,(194 reviews),"$11,995",Good Deal,"['May 14, 2023\nBy Keith  from Mocksville nc\nOwns this car', 'Had for years.  95k miles motor problems. It is common problem with this car and Ford won’t help. Second Ford I had that I got stuck with that was no good before under 100k.  Fords are awful!!! I am done with Ford!!', 'January 24, 2023\nBy Sam from Philippi, WV\nOwns this car', 'Got it used in August of 2022. By Dec of 22 the battery went bad, after supposedly being tested at the Ford dealership before buying. Dealer wanted $440 for a new battery, then forced me to pay service fee for testing a battery I could have gotten tested for free at a parts store!\r\nMPG is dropping like a rock. Started at 26, now, as of Jan 2023, under 24MPG.', 'December 26, 2022\nBy Anita from Kenosha, WI\nOwns this car', 'Less than 2 years over 36,000 and from the beginning had issues with the computer and didn’t realize it at the time, but transmission problems. Luckily the transmission was still covered under warranty. Hate the small trunk space, but love the heated seats and iPhone compatibility for remote start and navigation and music.']",4.7
2012 Chevrolet Express 1500 Work Van,"154,378 mi.",MJ Traders,n/a,(72 reviews),"$13,500",Good Deal | $193 under,"['February  2, 2021\nBy IgorM from London ohio\nOwns this car', 'My second chevy express van. Really like how reliable these vans are and built in USA! Good van for hauling also.  Not bad on gas', 'October 24, 2018\nBy Ghoppy88 from Indianapolis, IN\nOwns this car', 'Mr.reliable is the nickname for my G1500 , hes always ready for work, strong, and reliable ! The best work van out there. I?ve owned a 2012 for 3 years now and it hasn?t given me ANY issues ... highly recommend', 'December 10, 2017\nBy BassG from Raleigh,NC\nOwns this car', 'Plenty legs room, drives smooth with cargo or without, and perfect size for business. It is also good on gas.']",4.8
2013 Chevrolet Express 1500 Work Van,"154,259 mi.",MJ Traders,n/a,(72 reviews),"$13,995",Good Deal,"['December 22, 2014\nBy nuthead from snow belt!\nOwns this car', ""If you are to purchase a new Express 1500, make sure it's AWD. I don't think the 2015 Chevy comes in AWD, so go for the Savanna GMC.""]",5.0
2017 Hyundai Santa Fe SE,"93,416 mi.",Price Wise Auto Sale,n/a,n/a,"$12,995",Good Deal,"['January 20, 2023\nBy Eddie from Chicago, IL\nUsed to own this car', ""I owned this car for 3 years. I was the second owner. The engine blew on the highway with my kids in the car with 74k miles on it. It cost me $8k out of pocket to put in a junkyard motor because hyundai wanted $22k for a new engine (more than the car was worth). I traded it in a week after I got it back. I'll never by another Hyundai/Kia again.\r\n\r\nSearch the web. There are many stories like mine! I had the limited ultimate trim with the V6 engine."", 'January 20, 2023\nBy Lisa Gaines  from Wenatchee wa / Chattanooga tn\nOwns this car', 'Bought a new one 2017 .love  bought it in Chattanooga tn just 6 mo later moved to Washington state st ..and was worried how it handled driving in and on snow and ice ..turns out does very good .never have had any issues .I wished I got the upgraded one that included heated seating and tented window or the leather seats .but wasting to save money.', 'September 19, 2022\nBy Terri mathis  from Daytona beach , fla\nOwns this car', 'I like how the Hyundai handles especially in rain.  I like that it’s comfortable in driver and passenger seats.  I don’t like that my engine had an oil consumption issue. After spending $1000.00 and following the instructions of Hyundai of Daytona the Hyundai mechanic found oil throughout the engine and the electric panel.  Now I’m left with a $7000.00 bill for a new engine on top of the $1000.00 I’ve already paid']",4.8
2005 Chevrolet Astro ,"121,010 mi.",MJ Traders,n/a,(72 reviews),"$11,500",Fair Deal,"['January 11, 2021\nBy Felipe Peach state from Atlanta Ga\nOwns this car', 'Have a 1999 Astro van  and has almost 300.000 miles on it and still drives great. Original Motor and Transmisión. Haven’t had any issues yet. I’m trying to make it last till 400.000 at least.  I do take good care of it.  I love it. Been pretty much all over the United States, Mexico and Canada.  I highly recommend it.', 'February 15, 2020\nBy andrea j from sussex nj\nTest drove this car', 'it fills our work needs,for the kind of work we do,gas milage is ok and for a 15 yr. van it rides pretty well.hoping it lasts for a few years...', 'December 27, 2019\nBy CGeez from San Marcos, Ca\nOwns this car', 'I have 2005 cargo black van RWD w under 50k original miles.  Putting it on 4 link rear w airbags soon, daily driver.  Lots of room for storage-similar to having a truck.  Front seats are comfortable.  Only complaint about interior is the original cup holders are not deep enough and just about any drink will fall over on a turn if not holding on.  Love everything else about this van.  Great daily driver and these vans will get you over 200k miles no problem.']",4.2
2011 MINI Cooper Countryman Base,"120,367 mi.",McDarby Motors,n/a,(55 reviews),"$8,995",Great Deal | $688 under,"['January 12, 2020\nBy Silver Fox from Gaffney, S.C.\nOwns this car', 'Love my new Mini.  Very fun to drive.  Gets great gas mileage.  You will never go wrong purchasing a mini.  Best purchase I ever made.', 'August 17, 2018\nBy Joelop2 from Austin, Tx\nOwns this car', 'Awesome vehicle, well maintained, excellent performance and reliability with plenty of legroom. Mini Cooper Countryman, 6-speed maunual, 4door hatchback. Body is red with white top, and black leather interior, panoramic sunroof, with lots of storage. I includes aftermarket (OEM) roof rack from Mini dealership.', 'May 16, 2018\nBy Bahn11 from North Charleston\nTest drove this car', ""The car is great. I love the extra room for my daughters carseat and that I don't have to sacrifice the speed or how well it handles.""]",4.3
1988 Lincoln Town Car Signature,"70,317 mi.",Certified MotorCar,4.8,(153 reviews),"$10,590",Great Deal | $838 under,[],4.8
2011 BMW 535 xDrive,"81,745 mi.",Certified Cars of Huntington,n/a,n/a,"$9,995",Great Deal | $866 under,"['June  2, 2022\nBy Manuel from Liberal Ks\nOwns this car', 'Honestly minor repairs. Had the vehicle for 5 years and manage to put 120K miles and no major issues. Reliable compared to other luxury cars.', 'March  2, 2021\nBy Alisaleh101 from Enfield Connecticut\nOwns this car', 'This beautiful black on black sedan all wheel drive with a huge trunk super clean drives like a dream!!! Come see this one before it sells fast!!!', 'December 28, 2020\nBy SaloonS2 from Rayne, LA\nOwns this car', 'Classic exterior style, good sized sedan, turns heads. The interior could use an update. Overall, excellent vehicle! I plan to get a newer model in the future.']",4.5
2014 BMW X3 xDrive28i,"95,857 mi.",Sure Car,n/a,(2 reviews),"$10,990",Fair Deal,"['March  1, 2021\nBy Rick from Novi, MI\nOwns this car', 'This vehicle has has taken my wife and me cross-country, as well as several other long distance trips, with a sum total of only one flat tire and no other mechanical, nor electrical issues at all! Any repairs have been moderate and frankly expected given the high number of miles (150,000 so far) on it. I expect to keep it for another year and a half.', 'November 23, 2020\nBy Linda from Gurnee, IL\nOwns this car', ""The car is ok, but it has the most uncomfortable seats on the market.  Not sure why BMW can't upgrade the seats and make them more adjustable.  Not everyone who drives a BMW is a 6ft guy but they build the seats and driving position as if they are."", 'November 18, 2020\nBy New BMW Owner from Mullica Hill, NJ\nOwns this car', 'Husband has wanted a BMW since the 1980’s. Other priorities in life happened, so there you go. Fast forward to August 2020. Time to trade in the tired 2012 Ford Escape. Dealership has a 2014 BMW X3 25i in blue water metallic. Sold!  Comfortable, QUICK!, with navigation, parking sensors/backup camera, heated steering wheel, etc.  This is a gas sipper considering it takes premium fuel. Not a fan of the brake dust that turns the beautiful front wheels black, but we just keep up with cleaning them.  So far so good. Seems to be reliable so far despite the reviews on the exorbitant maintenance costs German cars incur “when they get older”.  This will be driven by retired husband about 2-3 times a week, so hopefully it will treat us well on maintenance costs.  Bought a one owner, 72,000 miles, regular maintenance  performed BMW,  and to be honest, it’s not just husband that loves it!😀\n\n\n\n\n\n Documented)']",4.7
2010 Ford Escape XLT,"130,732 mi.",Market Auto Sales,4.5,(120 reviews),"$6,950",Great Deal | $287 under,"['August  1, 2022\nBy Shannon  from Alabama \nOwns this car', 'We love our Ford Escape, and would definitely recommend it. It has been a great vehicle for almost 13 yrs and still doing good. Very roomy for the whole family.', 'February 16, 2021\nBy Shihan from MURFREESBORO\nOwns this car', ""This car is reliable,  gas mileage is acceptable,  runs smooth on the highway,  only downside are the blindspots  behind your left and right shoulder,  it's square design makes it hard to see,  mirrors help but keep this in mind."", 'November  1, 2020\nBy Sgmoore768 from Richardson, TX\nOwns this car', 'This car was exactly what I was looking for. Well taken care of, able to seat 4 and space for cargo in the rear, and available at a great price.']",4.5
2015 Honda CR-Z Base,"82,987 mi.",DCH Paramus Honda,4.9,"(5,538 reviews)","$12,995","Great Deal | $1,696 under","['October 28, 2020\nBy Moosebreath from Ellenton, Fla.\nOwns this car', 'I have had my Z for almost a year and have only found one con. The seat leather/vinal, whatever on the left seat back, drivers side could be a lot thicker. I wore a hole from sliding in and out but the previous owner did not after 27,000 miles so its probably my entrance technique. Other than that I am 110% top shelf happy with this car.', 'October  5, 2020\nBy Yogamom from Ridgefield, CT\nOwns this car', 'Most economic car because goes 45 miles a gallon. Looks very stylish and comfortable. I drove this car cross Country for 3 times and loved it.', 'September  1, 2020\nBy Vmesser from Pontotoc, MS\nOwns this car', ""I needed a smaller car to drive that was great on mileage. It doesn't need much gas, it charges on it's own while driving. Great on speed and can turn on a dime.""]",5.0
2004 Chevrolet Silverado 2500 LS H/D Extended Cab,"193,785 mi.",Sawmill Auto Sales,3.5,(17 reviews),"$5,900",Great Deal | $909 under,"['May 28, 2021\nBy Skinny kenny from Ca\nOwns this car', 'I do wish the front seat would recline but that chan be changed .lock system a bit noisy but works goodhavent had lo g so well see how it dies this summer', 'March  8, 2020\nBy Duramax from Osseo WI\nOwns this car', 'This car met all of my needs never broke down on me and is a very reliable truck this truck tows very well and doesn’t miss a single beat!', 'October 17, 2019\nBy Formerly a Ford Guy from Harford PA\nOwns this car', ""I paid virtually nothing for a beat up dented old horse hauler.  I  have  pounded this truck, towed, hauled and moved everything.  At over 200,000 hard miles, the engine finally quit. I  love my dented beat up Chevy so much,  I  bought a new engine and will continue to use it for a long time! It's been one of the best trucks I've ever owned!""]",3.5
2015 Honda Pilot LX,"160,422 mi.",Auction Direct NJ Auto Sales Inc.,5.0,(73 reviews),"$10,499",Good Deal | $130 under,"['May 15, 2023\nBy Scott from central Missouri\nOwns this car', ""Have had 4 Hondas. One I put almost 300,00 miles on with no major problems. Will buy more. Handles with ease, plenty of storage. We've had 2 Pilots and 2 Ridgelines."", 'August 18, 2020\nBy Bruce and Rosemary from normal\nUsed to own this car', 'Had the car for 5 years and had 59,000 miles.  I loved the car and had no mechanical problems.  Decided to trade it in to get a newer model while I could get a good amount on the trade-in.', 'August  4, 2020\nBy Jchassell83 from Holly Springs, NC\nOwns this car', 'Tons of room,  great MPGs, comfortable.  Can’t say enough about this vehicle. Would definitely buy another one.  Better than the BMW X5 by far.  Fun to drive as well.']",5.0
2011 Toyota Sienna LE,"140,436 mi.",Eldorado Auto Sales,n/a,(11 reviews),"$13,495",Good Deal,"['June 11, 2021\nBy James from Golden valley, AZ\nOwns this car', 'This van is amazing!!!super roomt holds 8people comfortably all seats recline lots of leg room throughout van good for adults too.. Definitely recommend this van.', 'June 11, 2021\nBy Jessica from GOLDEN VALLEY, AZ\nOwns this car', 'Love this van.. low miles drives smooth good tires, clean, tons of room, holds 8 and great mileage. Second car from this lot and definitely using them agaon', 'December 20, 2020\nBy A.M.S from Wellesley, MA\nOwns this car', 'The 2011 Toyota Sienna is such an amazing van with the AWD capability it has no problem working in the Snow Rain or shine. I primarily use it as a work vehicle, and when I use it to Carrie people around it is just so easy for people to get in and out of. Never had a problem with the van I only do the regular maintenance.']",4.6
2007 Acura TL 3.2 w/Navigation,"167,000 mi.",Nemir Auto Sales,n/a,(1 review),"$5,995",Great Deal | $424 under,"['October  2, 2022\nBy Retired teacher from Bluffton, SC\nOwns this car', 'Bought car new May of 2015. We change the oil every 3000 miles and maintain any problem. We now have 278,000 miles on it and it still runs strong and smooth on the highway ( just drove 1000 miles to Ft. Myers) at 80 mph.', 'May 24, 2021\nBy Loganfloyd from Dallas Texas\nOwns this car', 'I drive this thing hard as xxxx! It’s never left me stranded, never had anything break besides the APP sensor, and it gets 31 miles per gallon on the highway. Mine isn’t stock but I beat a Challenger R/T in a race and the car stock maybe has 30 less horsepower. It’s very quick for the size and what it is.', 'April 27, 2021\nBy sportsman67 from Tacoma WA\nOwns this car', 'This car has been very reliable with few problems in the 13 years I have owned it. I have kept it maintained on schedule and it has served me well']",4.5
