,Name,Mileage,Dealer Name,Rating,Review Count,Price,Year,Make,Model,Type
5803,2012 Volkswagen Jetta SE,"68,546 mi.",Friesen Ford,4.140820980615735,(6 reviews),12096.0,2012,Volkswagen,Jetta,SE
5804,2013 Dodge Charger SXT,"161,899 mi.","City Auto Sales, LLC",4.0,(291 reviews),10995.0,2013,Dodge,Charger,SXT
5805,2015 GMC Acadia SLT-1,"134,346 mi.",StateWide Ford,4.140820980615735,(129 reviews),14000.0,2015,GMC,Acadia,SLT-1
5806,2017 Chevrolet Malibu 1LT,"106,675 mi.",Yemm Chevrolet Buick GMC Chrysler Dodge Jeep Ram,4.3,(76 reviews),14273.0,2017,Chevrolet,Malibu,1LT
5807,2014 Subaru Impreza 2.0i Sport Limited,"143,303 mi.",Nmotion Motors,4.140820980615735,(0 reviews),9999.0,2014,Subaru,Impreza,2.0i Sport Limited
5808,2016 Kia Optima LX Turbo,"68,299 mi.",Speed Auto Sales,4.140820980615735,(1 review),12800.0,2016,Kia,Optima,LX Turbo
5809,1997 Cadillac Catera ,"57,605 mi.",TRUE MOTORCAR CO INC,1.7,(23 reviews),3500.0,1997,Cadillac,Catera,
5810,2012 Mercedes-Benz GLK-Class GLK 350 4MATIC,"87,600 mi.",Driven Auto of Waukegan,4.6,(22 reviews),12780.0,2012,Mercedes-Benz,GLK-Class,GLK 350 4MATIC
5811,2007 Buick LaCrosse CX,"114,604 mi.",Luxe Motors,4.140820980615735,(0 reviews),5990.0,2007,Buick,LaCrosse,CX
5812,2009 Toyota Avalon Limited,"119,197 mi.",Germain Lexus of Dublin,4.8,(499 reviews),10985.0,2009,Toyota,Avalon,Limited
5813,2013 Acura ILX 2.0L w/Premium Package,"132,767 mi.",Jim Ellis Toyota of McDonough,4.7,"(6,379 reviews)",11900.0,2013,Acura,ILX,2.0L w/Premium Package
5814,2019 Kia Sorento LX V6,"141,850 mi.",Nissan of Warsaw,4.8,(627 reviews),14325.0,2019,Kia,Sorento,LX V6
5815,2017 Chevrolet Equinox LT,"124,893 mi.",Al Serra Auto Plaza,4.3,"(1,643 reviews)",10900.0,2017,Chevrolet,Equinox,LT
5816,2011 Chrysler 300C Base,"137,391 mi.",Auto Spot LLC,3.4,(226 reviews),9699.0,2011,Chrysler,300C,Base
5817,2016 Ford Focus Electric Base,"30,788 mi.",Varsity Lincoln,4.9,"(1,639 reviews)",14995.0,2016,Ford,Focus,Electric Base
5818,2018 Mitsubishi Outlander Sport 2.0 ES,"76,415 mi.",Sutherlin Mitsubishi-Vero Beach,4.5,(21 reviews),13429.0,2018,Mitsubishi,Outlander,Sport 2.0 ES
5819,2013 Nissan Altima 2.5 SV,"99,711 mi.",Watsonville Cadillac Buick GMC,4.140820980615735,(30 reviews),9900.0,2013,Nissan,Altima,2.5 SV
5820,2009 Chevrolet Suburban 1500 LT,"161,944 mi.",Best Auto,4.140820980615735,(2 reviews),13999.0,2009,Chevrolet,Suburban,1500 LT
5821,2013 Cadillac CTS Luxury,"112,451 mi.",Alexandria Motors,4.1,(178 reviews),11980.0,2013,Cadillac,CTS,Luxury
5822,2017 Kia Optima Plug-In Hybrid EX,"101,278 mi.",Premier Automotive,4.0,(397 reviews),13995.0,2017,Kia,Optima,Plug-In Hybrid EX
5823,2017 Kia Optima Plug-In Hybrid EX,"101,278 mi.",Premier Automotive,4.0,(397 reviews),13995.0,2017,Kia,Optima,Plug-In Hybrid EX
5824,2012 Hyundai Genesis 4.6,"72,662 mi.",Auto Trade Corp,4.140820980615735,(54 reviews),12995.0,2012,Hyundai,Genesis,4.6
5825,2013 BMW 328 i xDrive,"87,108 mi.",112 Auto Plaza,4.3,(59 reviews),9995.0,2013,BMW,328,i xDrive
5826,2018 Kia Forte LX,"76,063 mi.",Colonial Ford of Marlboro,4.8,"(1,119 reviews)",14177.0,2018,Kia,Forte,LX
5827,2008 Mazda MX-5 Miata Touring,"66,261 mi.",Budget Motors of Wisconsin,4.140820980615735,(28 reviews),12995.0,2008,Mazda,MX-5,Miata Touring
5828,2014 Cadillac CTS 2.0L Turbo Luxury,"105,092 mi.",Cartime,4.9,(19 reviews),14995.0,2014,Cadillac,CTS,2.0L Turbo Luxury
5829,2008 Subaru Impreza Outback Sport,"216,894 mi.",Great Auto Deals,4.1,(148 reviews),3295.0,2008,Subaru,Impreza,Outback Sport
5830,2013 Dodge Journey Crew,"216,923 mi.",Don Wood Ford Lincoln,4.2,(139 reviews),4500.0,2013,Dodge,Journey,Crew
5831,2013 Volkswagen GTI Drivers Edition,"106,266 mi.","Glassman Automotive Group, Inc",4.8,"(1,326 reviews)",12800.0,2013,Volkswagen,GTI,Drivers Edition
5832,1978 Mercury Grand Marquis ,"58,939 mi.",Derrow Shirkey Ford,3.2,(168 reviews),9590.0,1978,Mercury,Grand,Marquis 
5833,2011 Chrysler 300 Limited,"43,928 mi.",Henkel Chrysler Dodge Jeep Ram,4.7,(261 reviews),14988.0,2011,Chrysler,300,Limited
5834,2016 Kia Forte LX,"40,216 mi.",Greg May Honda,4.7,"(3,107 reviews)",14480.0,2016,Kia,Forte,LX
5835,2013 BMW X5 xDrive35i Premium,"102,814 mi.",Auto House Oakbrook,4.140820980615735,(1 review),13490.0,2013,BMW,X5,xDrive35i Premium
5836,2013 Dodge Charger Police,"73,000 mi.",Your Choice Autos Waukegan,4.3,(166 reviews),13499.0,2013,Dodge,Charger,Police
5837,2008 BMW X3 3.0si,"106,417 mi.",Autobahn Sales & Service LLC,4.140820980615735,(0 reviews),8995.0,2008,BMW,X3,3.0si
5838,2013 Nissan Juke S,"140,810 mi.",AutoNation USA Charlotte,4.7,(109 reviews),8424.0,2013,Nissan,Juke,S
5839,2006 BMW 325 Ci,"105,159 mi.",Virginia Auto Trader Co.,2.8,(57 reviews),8995.0,2006,BMW,325,Ci
5840,2016 Jeep Patriot Sport,"101,865 mi.",Frontier Motors,4.9,(87 reviews),12967.0,2016,Jeep,Patriot,Sport
5841,1995 Mercedes-Benz SL-Class ,"101,832 mi.",Great Auto Deals,4.1,(148 reviews),4095.0,1995,Mercedes-Benz,SL-Class,
5842,2011 BMW 335 335i xDrive,"92,290 mi.",Chicago Auto Capital,4.140820980615735,(6 reviews),12890.0,2011,BMW,335,335i xDrive
5843,2008 Jeep Wrangler X,"159,275 mi.",Corwin Public Wholesale,4.6,(208 reviews),13989.0,2008,Jeep,Wrangler,X
5844,2008 Jaguar XJ8 L,"116,508 mi.",Precise Automotive Group,2.0,(39 reviews),12890.0,2008,Jaguar,XJ8,L
5845,2017 Toyota Yaris iA Base,"99,789 mi.",Rides Unlimited Chicago,3.3,(23 reviews),11995.0,2017,Toyota,Yaris,iA Base
5846,2012 Honda Civic LX,"99,463 mi.",CarMax Charlottesville - Offering Express Pickup and Home Delivery,4.140820980615735,(6 reviews),14599.0,2012,Honda,Civic,LX
5847,2017 Dodge Grand Caravan SXT,"90,462 mi.",BabaCars,4.140820980615735,(23 reviews),14999.0,2017,Dodge,Grand,Caravan SXT
5848,2016 Volvo S60 T5 Premier,"85,106 mi.",Jaguar Land Rover South Orlando,4.140820980615735,(7 reviews),12958.0,2016,Volvo,S60,T5 Premier
5849,2007 Toyota FJ Cruiser ,"287,539 mi.",Suburban Chevrolet Cadillac of Ann Arbor,3.7,"(1,312 reviews)",7490.0,2007,Toyota,FJ,Cruiser 
5850,2014 Dodge Dart GT,"112,214 mi.",Best Choice Auto Sales,4.140820980615735,(37 reviews),9990.0,2014,Dodge,Dart,GT
5851,2012 Mazda Mazda5 Grand Touring,"102,218 mi.",Acura of Laurel,4.140820980615735,(0 reviews),9995.0,2012,Mazda,Mazda5,Grand Touring
5852,2018 Hyundai Elantra SE,"61,855 mi.",Mills Chevrolet,4.0,(324 reviews),14909.0,2018,Hyundai,Elantra,SE
5853,2008 Dodge Ram 1500 ST,"101,244 mi.",Voice Motors - dupe,4.5,(112 reviews),7849.0,2008,Dodge,Ram,1500 ST
5854,2015 Chrysler Town & Country Touring,"132,102 mi.",George Matick Chevrolet,4.1,"(1,006 reviews)",8000.0,2015,Chrysler,Town,& Country Touring
5855,2015 Mitsubishi Outlander Sport ES,"94,712 mi.",Direct Auto Sales,4.0,(35 reviews),11900.0,2015,Mitsubishi,Outlander,Sport ES
5856,2007 Chrysler 300 Touring,"92,677 mi.",HAUS AUTO GROUP,4.5,(501 reviews),8989.0,2007,Chrysler,300,Touring
5857,2017 Hyundai Veloster Value Edition,"48,304 mi.",Toyota of Vero Beach,4.0,(564 reviews),14589.0,2017,Hyundai,Veloster,Value Edition
5858,2013 Ford Edge SEL,"136,819 mi.",Bill Walsh Chevrolet Buick GMC Truck,4.140820980615735,(28 reviews),9897.0,2013,Ford,Edge,SEL
5859,2014 Ford Expedition Limited,"130,853 mi.",Bianco Auto Sales,4.0,(296 reviews),14395.0,2014,Ford,Expedition,Limited
5860,2011 Toyota Camry LE,"79,649 mi.",Citi Auto Sales,5.0,(44 reviews),12900.0,2011,Toyota,Camry,LE
5861,2012 Chevrolet Captiva Sport 2LS,"91,544 mi.",Van Horn Chevrolet of Plymouth,4.8,"(1,275 reviews)",8994.0,2012,Chevrolet,Captiva,Sport 2LS
5862,2001 Jaguar XJ8 L,"151,826 mi.",Unkown,4.140820980615735,0,4800.0,2001,Jaguar,XJ8,L
5863,2011 Nissan Murano LE,"140,017 mi.",Priceline Autos,4.140820980615735,(0 reviews),7900.0,2011,Nissan,Murano,LE
5864,2011 Chevrolet Malibu LS,"135,062 mi.",Melton Sales,4.7,"(1,697 reviews)",8894.0,2011,Chevrolet,Malibu,LS
5865,2004 Mazda RX-8 Sport Automatic,"101,185 mi.",NY Auto Traders,4.140820980615735,(29 reviews),8965.0,2004,Mazda,RX-8,Sport Automatic
5866,2006 Toyota Sequoia Limited,"198,241 mi.",Cars By AJ,4.140820980615735,(3 reviews),6495.0,2006,Toyota,Sequoia,Limited
5867,2015 BMW 328 i xDrive,"111,252 mi.",Valley Mitsubishi Longmont,4.5,(128 reviews),12999.0,2015,BMW,328,i xDrive
5868,2007 BMW 328 328xi,"97,890 mi.",Chicago Motors Direct,4.5,(46 reviews),8985.0,2007,BMW,328,328xi
5869,2011 BMW 135 i,"93,381 mi.",European Auto House,4.140820980615735,(42 reviews),13899.0,2011,BMW,135,i
5870,2008 Lexus LS 460 Base,"147,631 mi.",Car House,4.140820980615735,(1 review),13995.0,2008,Lexus,LS,460 Base
5871,2015 Mazda CX-5 Sport,"133,806 mi.",A2Z Autos,3.5,(126 reviews),12749.0,2015,Mazda,CX-5,Sport
5872,2006 Ford F-250 XL,"146,769 mi.",Seth Wadley Ford of Perry,4.7,(87 reviews),8999.0,2006,Ford,F-250,XL
5873,2010 Toyota Corolla LE,"85,181 mi.",Checkered Flag Auto Outlet of Virginia Beach,4.140820980615735,(115 reviews),11000.0,2010,Toyota,Corolla,LE
5874,2009 GMC Yukon Denali,"133,938 mi.",Allen Chevrolet Cadillac,4.4,"(1,858 reviews)",13497.0,2009,GMC,Yukon,Denali
5875,2010 INFINITI G37x Base,"160,407 mi.",Paragon Automotive,4.140820980615735,(2 reviews),10359.0,2010,INFINITI,G37x,Base
5876,2009 BMW 128 128i,"82,326 mi.",H & R Auto,3.8,(133 reviews),9981.0,2009,BMW,128,128i
5877,2015 Ford Fusion SE,"126,687 mi.",Herb Gordon Volvo Silver Spring,4.9,"(1,776 reviews)",9584.0,2015,Ford,Fusion,SE
5878,2010 Mazda Mazda3 i Touring,"130,273 mi.",Sprinkler Used Cars,4.0,(64 reviews),7998.0,2010,Mazda,Mazda3,i Touring
5879,2014 Jeep Patriot Sport,"114,469 mi.",Bachman Subaru,4.0,(334 reviews),9204.0,2014,Jeep,Patriot,Sport
5880,2009 Pontiac G8 Base,"96,549 mi.",Audi Bellevue,4.7,"(1,646 reviews)",9990.0,2009,Pontiac,G8,Base
5881,2009 MINI Cooper ,"82,006 mi.",Divan Auto Group,4.1,(188 reviews),7990.0,2009,MINI,Cooper,
5882,2000 Ford F-250 Lariat,"141,151 mi.",Tim Dahle Mazda Southtowne,2.4,(75 reviews),9998.0,2000,Ford,F-250,Lariat
5883,2013 Mercedes-Benz M-Class ML 350 4MATIC,"102,146 mi.",Highline Auto Sales,4.5,(341 reviews),14995.0,2013,Mercedes-Benz,M-Class,ML 350 4MATIC
5884,2017 Honda Ridgeline RTL-T,"109,887 mi.",AE of Miami,4.7,(174 reviews),11250.0,2017,Honda,Ridgeline,RTL-T
5885,2014 Honda Accord EX-L,"162,800 mi.",Performance Auto,4.140820980615735,(4 reviews),12900.0,2014,Honda,Accord,EX-L
5886,2004 Volvo S40 Base,"70,200 mi.",Premium Auto Sales,4.140820980615735,(6 reviews),7499.0,2004,Volvo,S40,Base
5887,2012 Ford Fusion SEL,"72,189 mi.",Neil Huffman Chevy GMC Nissan of Frankfort,4.3,(156 reviews),10442.0,2012,Ford,Fusion,SEL
5888,2005 Chevrolet Silverado 2500 H/D Extended Cab,"90,366 mi.",Frontier Motors,4.9,(87 reviews),14995.0,2005,Chevrolet,Silverado,2500 H/D Extended Cab
5889,2015 FIAT 500 Abarth,"79,994 mi.",Kunes Chrysler Dodge Jeep Ram of Belvidere,4.6,(377 reviews),12499.0,2015,FIAT,500,Abarth
5890,2014 Kia Cadenza Premium,"103,031 mi.",Central A/S LLC,3.3,(32 reviews),10995.0,2014,Kia,Cadenza,Premium
5891,2011 Toyota Camry LE,"110,554 mi.",NW Automotive Group,4.9,(233 reviews),10993.0,2011,Toyota,Camry,LE
5892,2012 Chevrolet Malibu 2LT,"72,678 mi.",Leeder Automotive,3.9,(83 reviews),11999.0,2012,Chevrolet,Malibu,2LT
5893,2006 Toyota Avalon Limited,"123,638 mi.","L&B Motors, Inc",4.140820980615735,(109 reviews),11770.0,2006,Toyota,Avalon,Limited
5894,2010 Honda Fit Base,"204,173 mi.",Auto Passion Team,5.0,(12 reviews),3995.0,2010,Honda,Fit,Base
5895,2016 Acura ILX 2.4L,"79,786 mi.",Victory Mitsubishi,4.1,"(1,081 reviews)",13795.0,2016,Acura,ILX,2.4L
5896,2011 Ford F-150 XLT,"167,873 mi.",Dan Deery Toyota,4.6,"(1,066 reviews)",10500.0,2011,Ford,F-150,XLT
5897,2013 Toyota Highlander Hybrid Base,"150,607 mi.",Sport Mazda North,4.9,"(2,699 reviews)",14991.0,2013,Toyota,Highlander,Hybrid Base
5898,2015 Nissan NV Cargo NV1500 S V6,"160,497 mi.",AutoNation Dodge Ram Arapahoe,4.5,"(1,058 reviews)",11999.0,2015,Nissan,NV,Cargo NV1500 S V6
5899,2008 Honda Accord EX,"143,436 mi.",Tom's Auto Sales West,1.9,(42 reviews),8995.0,2008,Honda,Accord,EX
5900,2012 Ford Flex SEL,"149,289 mi.",Seattle Finest Motors,4.140820980615735,(1 review),8888.0,2012,Ford,Flex,SEL
5901,2014 Scion tC 10 Series,"90,699 mi.",Florida Fine Cars Miami,5.0,"(4,688 reviews)",11899.0,2014,Scion,tC,10 Series
5902,2013 Ford Fusion Energi Titanium,"89,105 mi.",Prestige Auto Mart of Taunton,4.9,(207 reviews),13625.0,2013,Ford,Fusion,Energi Titanium
5903,2011 Mercury Milan Premier,"148,805 mi.",518 Auto Sales,4.140820980615735,(1 review),4999.0,2011,Mercury,Milan,Premier
5904,2011 Honda Accord Crosstour EX-L,"162,736 mi.",Silicon Valley Enthusiast,2.5,(12 reviews),9995.0,2011,Honda,Accord,Crosstour EX-L
5905,2004 Toyota 4Runner SR5,"111,386 mi.",BG Motorcars,3.9,(49 reviews),13998.0,2004,Toyota,4Runner,SR5
5906,2006 Ford Mustang GT,"89,994 mi.",Woodhouse.com,4.140820980615735,0,14889.0,2006,Ford,Mustang,GT
5907,2012 Kia Sorento LX,"145,370 mi.",Bruce Walters Ford Lincoln Kia,3.1,(119 reviews),8995.0,2012,Kia,Sorento,LX
5908,2002 Ford F-150 XLT SuperCab,"108,285 mi.",AZ Auto Gallery of Mesa,4.140820980615735,0,9950.0,2002,Ford,F-150,XLT SuperCab
5909,2008 Lincoln Navigator Base,"119,465 mi.",GTX Auto Group INC,3.9,(67 reviews),9997.0,2008,Lincoln,Navigator,Base
5910,2008 Scion tC ,"59,533 mi.",Monaco Motor Group,4.140820980615735,(3 reviews),10999.0,2008,Scion,tC,
5911,2011 BMW 328 i xDrive,"90,048 mi.",Fox Ford Mazda,4.9,"(2,250 reviews)",11998.0,2011,BMW,328,i xDrive
5912,2011 INFINITI FX35 ,"135,285 mi.",Meeker Hill Auto Sales,4.140820980615735,(38 reviews),13995.0,2011,INFINITI,FX35,
5913,2014 Honda Accord EX-L,"155,779 mi.",Tameron Honda,4.4,"(2,419 reviews)",15000.0,2014,Honda,Accord,EX-L
5914,2011 MINI Cooper S Clubman Base,"97,000 mi.",Unkown,4.140820980615735,0,8900.0,2011,MINI,Cooper,S Clubman Base
5915,2006 Volkswagen New Beetle 2.5,"96,907 mi.",Regal Automotive Group,4.6,"(5,175 reviews)",8991.0,2006,Volkswagen,New,Beetle 2.5
5916,2007 Chevrolet Avalanche LTZ,"137,272 mi.",Corwin Public Wholesale,4.6,(208 reviews),12477.0,2007,Chevrolet,Avalanche,LTZ
5917,2011 Chevrolet Tahoe LT,"149,904 mi.",Auffenberg Ford Belleville,4.3,(389 reviews),14990.0,2011,Chevrolet,Tahoe,LT
5918,2011 Lincoln Town Car Signature Limited,"130,000 mi.",Horning Auto Sales,5.0,(136 reviews),7995.0,2011,Lincoln,Town,Car Signature Limited
5919,2015 Ford Edge Sport,"126,764 mi.",Chelsea Motors,4.140820980615735,(2 reviews),14593.0,2015,Ford,Edge,Sport
5920,2016 Chevrolet Equinox LT,"158,795 mi.",Vaughn Automotive,2.8,(135 reviews),10000.0,2016,Chevrolet,Equinox,LT
5921,2012 Jeep Wrangler Sport,"150,602 mi.",Russ Darrow West Bend Chrysler Jeep Dodge RAM,4.6,(866 reviews),15000.0,2012,Jeep,Wrangler,Sport
5922,2011 Nissan Xterra Pro-4X,"111,312 mi.",Truck World,4.140820980615735,(2 reviews),14995.0,2011,Nissan,Xterra,Pro-4X
5923,2013 Honda Accord LX,"156,604 mi.",BN Auto Sales and Repair,4.140820980615735,(3 reviews),11999.0,2013,Honda,Accord,LX
5924,2012 Kia Soul +,"116,735 mi.",Owen Ford (IL),4.140820980615735,(77 reviews),8994.0,2012,Kia,Soul,+
5925,2017 Nissan Juke S,"68,900 mi.",A Better Way Wholesale,2.0,"(1,370 reviews)",10995.0,2017,Nissan,Juke,S
5926,2004 Ford F-150 FX4 SuperCrew,"186,074 mi.",Unkown,4.140820980615735,0,5500.0,2004,Ford,F-150,FX4 SuperCrew
5927,2011 Jeep Grand Cherokee Laredo,"94,783 mi.",Jersey City Autoland,4.140820980615735,(15 reviews),12596.0,2011,Jeep,Grand,Cherokee Laredo
5928,2016 Volkswagen e-Golf SE,"99,201 mi.",AutoNation Volkswagen Carlsbad,4.2,(17 reviews),9597.0,2016,Volkswagen,e-Golf,SE
5929,2012 Chevrolet Camaro 1LS,"74,202 mi.",Bernard Motorcar Company,4.140820980615735,(36 reviews),10990.0,2012,Chevrolet,Camaro,1LS
5930,2011 Toyota Venza Base,"129,446 mi.",Liberty Motors,4.140820980615735,(4 reviews),9971.0,2011,Toyota,Venza,Base
5931,2014 Mazda CX-5 Touring,"115,785 mi.",Suburban Imports and Mazda of Troy,4.1,(809 reviews),13500.0,2014,Mazda,CX-5,Touring
5932,2008 Lexus IS 250 Base (A6),"142,988 mi.",Gillman Jeep,4.5,(199 reviews),10491.0,2008,Lexus,IS,250 Base (A6)
5933,2014 Mazda Mazda3 i SV,"83,584 mi.",Auto Express,4.5,(107 reviews),11999.0,2014,Mazda,Mazda3,i SV
5934,2011 Audi A4 2.0T Premium Plus quattro,"63,512 mi.",Auto's of Chicago,4.2,(67 reviews),13139.0,2011,Audi,A4,2.0T Premium Plus quattro
5935,2011 Honda CR-V SE,"141,959 mi.",Hertrich Buick GMC of Salisbury,4.3,(18 reviews),10841.0,2011,Honda,CR-V,SE
5936,2006 Mercedes-Benz SLK-Class SLK280 Roadster,"82,548 mi.",Dallas Autos Direct,4.1,(358 reviews),13992.0,2006,Mercedes-Benz,SLK-Class,SLK280 Roadster
5937,2012 Ford Mustang V6 Premium,"116,975 mi.",Damasca Autos,4.140820980615735,(2 reviews),9790.0,2012,Ford,Mustang,V6 Premium
5938,2011 Chevrolet Equinox LTZ,"118,308 mi.",First City Cars and Trucks,4.140820980615735,(20 reviews),10875.0,2011,Chevrolet,Equinox,LTZ
5939,2013 Hyundai Elantra GLS,"74,033 mi.",Libertyville Lincoln,4.9,(279 reviews),8995.0,2013,Hyundai,Elantra,GLS
5940,2014 Buick Verano Base,"149,598 mi.",John & Sons Auto Sales,4.140820980615735,(3 reviews),7500.0,2014,Buick,Verano,Base
5941,2013 FIAT 500 Abarth,"89,000 mi.",Unkown,4.140820980615735,0,11000.0,2013,FIAT,500,Abarth
5942,2013 BMW 535 i xDrive,"144,868 mi.",The Honda Superstore of Joliet,4.7,"(1,380 reviews)",13495.0,2013,BMW,535,i xDrive
5943,1977 Ford Thunderbird Base,"62,000 mi.",E Motors,4.140820980615735,(0 reviews),6999.0,1977,Ford,Thunderbird,Base
5944,2007 BMW 525 xi,"136,716 mi.",Metro Motors KC,4.140820980615735,(32 reviews),6977.0,2007,BMW,525,xi
5945,2014 Hyundai Sonata SE,"176,674 mi.",Dan Cummins Chrysler Dodge Jeep RAM of Paris,4.8,(208 reviews),5900.0,2014,Hyundai,Sonata,SE
5946,2014 Volkswagen Tiguan Auto S,"73,951 mi.",Merit Auto Group,4.5,(48 reviews),11995.0,2014,Volkswagen,Tiguan,Auto S
5947,2008 Honda Accord EX-L,"127,914 mi.",Your Choice Autos Waukegan,4.3,(166 reviews),7999.0,2008,Honda,Accord,EX-L
5948,2014 Hyundai Sonata GLS,"67,828 mi.",J.C. Lewis Ford of Statesboro,4.8,(593 reviews),12000.0,2014,Hyundai,Sonata,GLS
5949,2007 Hummer H3 ,"136,925 mi.",Raymond Chevrolet-Kia,4.8,"(1,516 reviews)",11989.0,2007,Hummer,H3,
5950,2017 Hyundai Elantra SE,"168,000 mi.",Nemir Auto Sales,4.140820980615735,(1 review),6995.0,2017,Hyundai,Elantra,SE
5951,2004 Dodge Ram 1500 SLT/Laramie Quad Cab,"122,501 mi.",Salem Autosports,2.6,(38 reviews),6995.0,2004,Dodge,Ram,1500 SLT/Laramie Quad Cab
5952,2014 MINI Hardtop Cooper S,"80,790 mi.",Solid Motorcars,4.9,(8 reviews),13879.0,2014,MINI,Hardtop,Cooper S
5953,2013 Volkswagen Beetle 2.5L,"108,449 mi.",Kings Kia,3.9,(426 reviews),11606.0,2013,Volkswagen,Beetle,2.5L
5954,2005 Honda Element EX,"129,058 mi.",AutoNation USA Houston,4.4,(239 reviews),10993.0,2005,Honda,Element,EX
5955,1998 Volkswagen Cabrio GLS,"85,267 mi.",Cupples Car Company,4.140820980615735,(38 reviews),10995.0,1998,Volkswagen,Cabrio,GLS
5956,2007 Saturn Sky Base,"110,638 mi.",Basil Ford of Niagara Falls,3.9,(246 reviews),10500.0,2007,Saturn,Sky,Base
5957,2011 Nissan Altima 2.5 S,"27,527 mi.",Jim Coleman Nissan,4.7,(34 reviews),13000.0,2011,Nissan,Altima,2.5 S
5958,2016 Kia Optima LX,"95,937 mi.",North Coast Mitsubishi of Akron,4.5,(874 reviews),10959.0,2016,Kia,Optima,LX
5959,2012 Acura TL 3.5,"139,918 mi.",Oxmoor Toyota,4.5,(740 reviews),11774.0,2012,Acura,TL,3.5
5960,2001 Mitsubishi Eclipse GT,"70,628 mi.",Select Motors,3.9,(54 reviews),9999.0,2001,Mitsubishi,Eclipse,GT
5961,2001 Mitsubishi Eclipse GT,"70,628 mi.",Select Motors,3.9,(54 reviews),9999.0,2001,Mitsubishi,Eclipse,GT
5962,2011 Cadillac Escalade Luxury,"193,745 mi.",Auto Mall,4.140820980615735,(2 reviews),9995.0,2011,Cadillac,Escalade,Luxury
5963,2000 Jaguar S-Type 3.0,"97,685 mi.",Car Planet,1.3,(49 reviews),3999.0,2000,Jaguar,S-Type,3.0
5964,2005 Ford Excursion Limited,"234,004 mi.",Jax Exports Inc,3.0,(94 reviews),14995.0,2005,Ford,Excursion,Limited
5965,1974 Volkswagen Beetle (Pre-1980) ,"61,154 mi.",Best Price Car Dealer,4.5,(202 reviews),10999.0,1974,Volkswagen,Beetle,(Pre-1980) 
5966,2015 Buick Encore Convenience,"112,091 mi.",Suburban Ford of Romeo,4.2,(338 reviews),11495.0,2015,Buick,Encore,Convenience
5967,2007 Mazda MX-5 Miata Grand Touring,"107,756 mi.",Diamond Jim's Motorcars,3.4,(80 reviews),10000.0,2007,Mazda,MX-5,Miata Grand Touring
5968,2018 Ford Focus SE,"88,231 mi.",Summit Automotive Ford,4.5,(129 reviews),12999.0,2018,Ford,Focus,SE
5969,2007 Saturn Outlook XR,"136,498 mi.",AutoNation Chrysler Dodge Jeep Ram Southwest,4.4,"(1,315 reviews)",8399.0,2007,Saturn,Outlook,XR
5970,2017 MINI Hardtop Cooper,"88,133 mi.",Adams North Charlotte,4.1,"(1,616 reviews)",12995.0,2017,MINI,Hardtop,Cooper
5971,2016 Mitsubishi Outlander Sport 2.0 ES,"61,575 mi.",HGreg.com Miami,4.8,(398 reviews),11498.0,2016,Mitsubishi,Outlander,Sport 2.0 ES
5972,2013 Chevrolet Cruze 1LT,"97,190 mi.",Ohio Auto Warehouse,4.5,(199 reviews),8761.0,2013,Chevrolet,Cruze,1LT
5973,2013 Ford F-150 XLT,"150,310 mi.",Prime Dealz Auto,3.9,(24 reviews),14700.0,2013,Ford,F-150,XLT
5974,2014 Subaru Impreza 2.0i,"156,049 mi.",Bianco Auto Sales,4.0,(296 reviews),7950.0,2014,Subaru,Impreza,2.0i
5975,2010 Ford Flex SEL,"120,229 mi.",Sedo Automotive,4.140820980615735,(2 reviews),8495.0,2010,Ford,Flex,SEL
5976,1997 Lexus ES 300 ,"84,088 mi.",B & B Auto,4.140820980615735,(23 reviews),5995.0,1997,Lexus,ES,300 
5977,2011 Nissan Sentra 2.0 SL,"187,883 mi.",Midwest Autopark,4.140820980615735,(2 reviews),4450.0,2011,Nissan,Sentra,2.0 SL
5978,2012 Dodge Journey SXT,"89,272 mi.",Independence Auto Sales LLC,4.3,(55 reviews),9499.0,2012,Dodge,Journey,SXT
5979,2003 Toyota Land Cruiser ,"264,174 mi.",Tom's Auto Sales West,1.9,(42 reviews),8995.0,2003,Toyota,Land,Cruiser 
5980,2014 Chevrolet Equinox 1LT,"82,483 mi.",Safford Brown Honda Arlington,4.6,(880 reviews),13258.0,2014,Chevrolet,Equinox,1LT
5981,2011 Honda Element EX,"188,065 mi.",Kendall Toyota of Eugene,3.3,(219 reviews),12985.0,2011,Honda,Element,EX
5982,2015 Chevrolet Malibu 2LT,"148,016 mi.",Daniels Chevrolet Buick GMC Trucks,4.8,(326 reviews),9495.0,2015,Chevrolet,Malibu,2LT
5983,2003 MINI Cooper S S,"145,174 mi.","X Drive Auto Sales, Inc.",4.0,(8 reviews),6990.0,2003,MINI,Cooper,S S
5984,2012 Toyota Prius Plug-in Base,"145,879 mi.",Auto Show US,3.7,(17 reviews),9800.0,2012,Toyota,Prius,Plug-in Base
5985,2008 Lexus ES 350 Base (A6),"50,316 mi.",Your Choice Auto Sales of Posen,4.3,(100 reviews),12499.0,2008,Lexus,ES,350 Base (A6)
5986,2011 Lexus HS 250h ,"91,899 mi.",Shift Bay Area,2.4,(167 reviews),13750.0,2011,Lexus,HS,250h 
5987,2010 INFINITI G37 Base,"97,092 mi.",Magic Motors,4.140820980615735,(7 reviews),14900.0,2010,INFINITI,G37,Base
